diet,attribute,Pig meat,Bovine meat,Poultry meat,Sheep & goat,Aquatic animals,Dairy & eggs,Plant foods
Baseline,kg_co2e_total,0.778985252832606,2.7495436988344335,0.440352627708906,0.4035740618017298,0.40407033517406366,2.2640283431265233,2.60962516632644
Baseline,loss_adj_kcal/cap/day,107.82465961949943,31.662432864036113,50.855620960157424,9.425838467694783,28.238729907518938,193.3927760574696,2097.9160950068554
Baseline,mg_abx_total,29.75397918557672,9.062628543198311,6.114885516051485,8.52580751620942,7.003853081085649,,0.9668714430240244
High income diet,kg_co2e_total,1.5556472314464738,5.55962449911716,0.7984304724661354,0.6040985154616916,0.6659091625485095,5.3314782629001085,2.189413112793996
High income diet,loss_adj_kcal/cap/day,151.3064764159769,51.67337034810458,96.21341084486694,14.556110141961454,45.61384070038752,365.72833372113973,1890.6824064497516
High income diet,mg_abx_total,66.55429663880737,20.860112303206606,16.23786264861124,12.687133224884505,5.175688925947946,,0.870353284765488
EAT-Lancet,kg_co2e_total,0.16606978383800616,1.2752717183085696,0.38180393884723857,0.3131379664749513,0.24261486605953622,3.404537818862257,2.037279863184894
EAT-Lancet,loss_adj_kcal/cap/day,12.257243413352704,12.686872853812277,62.0,5.055883732835017,40.0,172.0,2187.8211509931243
EAT-Lancet,mg_abx_total,6.505574593438147,4.158873836326168,5.112179399591612,5.543315633075602,4.434066844644151,,0.8586323769143618
